Primary_Accession,Domain,Color,Darkness,Disorder,Compositional_Bias,Transmembrane,Length,Evolutionary_Re-use,Interactions,Coding_Potential
Q6NUS8,Eukaryota,Non-dark,24%,0%,0%,4%,523,1211,0,4.74
Q3SY77,Eukaryota,Non-dark,24%,0%,0%,4%,523,1222,0,6.58
P36537,Eukaryota,Non-dark,25%,0%,0%,4%,528,1245,72,10.15
O75310,Eukaryota,Non-dark,27%,0%,0%,4%,529,1199,68,9.58
P54855,Eukaryota,Non-dark,20%,1%,0%,4%,530,1190,68,8.87
O75795,Eukaryota,Non-dark,21%,1%,0%,4%,530,1188,60,9.85
Q9BY64,Eukaryota,Non-dark,27%,0%,0%,4%,529,1213,0,7.84
Q5JXB2,Eukaryota,Non-dark,2%,6%,0%,0%,153,1259,0,2.47
Q8IX04,Eukaryota,Non-dark,6%,1%,0%,0%,471,372,24,3.78
Q9Y3C8,Eukaryota,Non-dark,0%,1%,0%,0%,167,20,12,5.23
Q92890,Eukaryota,Non-dark,37%,21%,0%,0%,307,155,32,5.87
O94874,Eukaryota,Dark,100%,14%,0%,0%,794,60,6,11.69
P61960,Eukaryota,Non-dark,0%,0%,0%,0%,85,NA,10,1.24
P30530,Eukaryota,Non-dark,16%,27%,0%,2%,894,9959,18,9.84
Q6NVU6,Eukaryota,Non-dark,7%,5%,0%,0%,142,68,2,1.74
Q9NUQ7,Eukaryota,Non-dark,11%,0%,0%,0%,469,123,2,6.35
O60701,Eukaryota,Non-dark,0%,3%,0%,0%,494,392,36,6.55
Q9NYU2,Eukaryota,Non-dark,84%,4%,0%,0%,1555,201,6,14.24
Q9NYU1,Eukaryota,Non-dark,83%,1%,0%,0%,1516,277,6,20.68
Q16851,Eukaryota,Non-dark,0%,3%,0%,0%,508,231,58,10.08
A0JNW5,Eukaryota,Dark,100%,20%,0%,0%,1464,114,0,11.98
Q8TAS1,Eukaryota,Non-dark,10%,0%,0%,0%,419,4714,4,4.75
Q96T88,Eukaryota,Non-dark,14%,27%,0%,0%,793,980,46,10.21
Q96PU4,Eukaryota,Non-dark,15%,19%,0%,0%,802,995,26,11.58
Q96QD9,Eukaryota,Dark,100%,59%,0%,0%,318,15,2,2.56
Q96RL1,Eukaryota,Non-dark,92%,67%,4%,0%,719,24,82,12.87
P52758,Eukaryota,Non-dark,1%,0%,0%,0%,137,598,0,1.69
C9JPN9,Eukaryota,Non-dark,39%,26%,0%,0%,530,2360,0,4.82
Q13564,Eukaryota,Non-dark,0%,4%,0%,0%,534,844,22,7.43
O75385,Eukaryota,Non-dark,60%,51%,1%,0%,1050,9990,54,13.02
Q8IYT8,Eukaryota,Non-dark,60%,40%,0%,0%,1036,9985,42,8.97
Q6PHR2,Eukaryota,Non-dark,26%,3%,0%,0%,472,9990,4,5.75
Q96C45,Eukaryota,Non-dark,25%,11%,0%,0%,1275,7685,0,5.12
P11172,Eukaryota,Non-dark,1%,1%,0%,0%,480,366,68,4.72
Q9UPW8,Eukaryota,Non-dark,44%,19%,2%,0%,1703,783,8,24.64
O14795,Eukaryota,Non-dark,44%,19%,0%,0%,1591,766,76,19.71
Q8NB66,Eukaryota,Non-dark,54%,26%,0%,0%,2214,736,0,13.93
Q70J99,Eukaryota,Non-dark,41%,13%,0%,0%,1090,929,10,17.99
Q9H3U1,Eukaryota,Non-dark,1%,5%,0%,0%,944,1009,10,13.4
Q8IWX7,Eukaryota,Non-dark,1%,1%,0%,0%,931,1093,8,17.35
Q8IV45,Eukaryota,Non-dark,28%,10%,0%,4%,518,90,0,7.53
Q86WB7,Eukaryota,Non-dark,17%,2%,0%,51%,457,400,0,7.29
Q9H1C4,Eukaryota,Non-dark,42%,18%,1%,42%,597,219,30,9.97
A6NJT0,Eukaryota,Non-dark,88%,68%,53%,0%,531,3019,6,5.85
Q53HI1,Eukaryota,Dark,100%,0%,0%,41%,259,57,0,3.17
Q6ZN44,Eukaryota,Non-dark,21%,5%,0%,2%,842,873,42,14.8
Q8IZJ1,Eukaryota,Non-dark,18%,3%,0%,2%,945,1229,62,10.79
O95185,Eukaryota,Non-dark,22%,4%,0%,2%,931,1134,80,6.05
Q6UXZ4,Eukaryota,Non-dark,26%,9%,0%,2%,953,1151,30,9.98
Q9P2D8,Eukaryota,Dark,100%,19%,0%,2%,2635,66,0,23.43
Q8N2C7,Eukaryota,Dark,100%,27%,1%,3%,3258,104,20,19.43
P13051,Eukaryota,Non-dark,24%,22%,0%,0%,313,210,48,4.98
Q9H9P5,Eukaryota,Non-dark,90%,45%,29%,0%,680,172,0,6.31
Q9C0B0,Eukaryota,Non-dark,87%,39%,0%,0%,810,208,2,15.35
Q03405,Eukaryota,Non-dark,7%,2%,0%,0%,335,44,60,6.52
O00322,Eukaryota,Non-dark,69%,0%,0%,35%,258,507,12,5.2
O75841,Eukaryota,Non-dark,70%,4%,0%,32%,260,519,14,2.95
O00526,Eukaryota,Dark,100%,3%,0%,11%,184,7,18,5.64
O75631,Eukaryota,Dark,100%,12%,0%,10%,287,27,18,5.09
Q9BT76,Eukaryota,Dark,100%,35%,0%,8%,320,20,18,5.28
B0FP48,Eukaryota,Dark,100%,8%,0%,8%,263,27,94,2.3
Q16831,Eukaryota,Non-dark,0%,1%,0%,0%,310,203,74,5.69
O95045,Eukaryota,Non-dark,6%,0%,0%,0%,317,201,64,6.94
Q96BW1,Eukaryota,Non-dark,34%,19%,0%,0%,309,185,72,4.28
Q9NVA1,Eukaryota,Dark,100%,9%,0%,0%,299,157,2,5.53
Q9BRT2,Eukaryota,Dark,100%,20%,0%,0%,126,21,2,2.61
Q9UKP6,Eukaryota,Non-dark,27%,15%,0%,41%,389,3881,110,6.13
A6NGE7,Eukaryota,Non-dark,5%,6%,0%,0%,173,86,0,2.92
Q14146,Eukaryota,Dark,100%,0%,0%,0%,1524,25,0,21.07
Q6BDS2,Eukaryota,Dark,100%,29%,0%,0%,1440,87,4,19.22
Q8TCY9,Eukaryota,Non-dark,83%,9%,0%,0%,931,77,2,8.1
Q9BTM9,Eukaryota,Non-dark,0%,0%,0%,0%,101,53,14,1.75
P00749,Eukaryota,Non-dark,1%,0%,0%,0%,431,3329,62,4.32
Q5DID0,Eukaryota,Non-dark,77%,14%,0%,2%,1318,394,0,15.79
P07911,Eukaryota,Non-dark,28%,1%,0%,0%,640,2084,2,4.14
Q86UX7,Eukaryota,Non-dark,18%,9%,1%,0%,667,111,34,15.05
Q92738,Eukaryota,Non-dark,66%,51%,0%,0%,828,1589,44,6.07
Q9BQ65,Eukaryota,Non-dark,27%,26%,0%,0%,265,84,2,4.68
Q8N6Y0,Eukaryota,Dark,100%,61%,0%,0%,703,34,10,7.28
Q9NZ43,Eukaryota,Dark,100%,23%,0%,8%,259,67,80,3.73
P22415,Eukaryota,Non-dark,67%,65%,0%,0%,310,292,12,5.52
Q15853,Eukaryota,Non-dark,72%,69%,4%,0%,346,265,30,6.1
Q9Y6N9,Eukaryota,Non-dark,16%,15%,0%,0%,552,885,40,9.08
Q495M9,Eukaryota,Non-dark,27%,33%,1%,0%,461,6197,28,4.24
O75445,Eukaryota,Non-dark,31%,6%,0%,0%,5202,3072,24,15.34
Q96IX5,Eukaryota,Dark,100%,0%,0%,40%,58,16,90,1.04
O60763,Eukaryota,Non-dark,35%,21%,3%,0%,962,101,46,12.69
Q93008,Eukaryota,Non-dark,86%,11%,0%,0%,2570,2270,32,15.8
O00507,Eukaryota,Non-dark,86%,10%,0%,0%,2555,2260,110,17.1
Q5W0Q7,Eukaryota,Non-dark,77%,35%,0%,0%,1092,17,0,13.16
Q9Y2C2,Eukaryota,Non-dark,37%,7%,0%,5%,406,130,92,6.01
Q9BVJ6,Eukaryota,Dark,100%,55%,0%,0%,771,120,44,12.1
Q5TAP6,Eukaryota,Dark,100%,58%,0%,0%,766,120,36,10.79
Q13336,Eukaryota,Non-dark,11%,2%,0%,49%,389,95,0,7.78
Q15849,Eukaryota,Non-dark,25%,9%,0%,39%,920,75,8,9.07
P11684,Eukaryota,Non-dark,12%,1%,0%,0%,91,24,28,1.37
Q5T230,Eukaryota,Dark,100%,84%,79%,0%,341,10,0,7.23
Q9Y3A2,Eukaryota,Dark,100%,15%,0%,0%,253,62,98,1.99
Q8TED0,Eukaryota,Non-dark,33%,3%,0%,0%,518,6024,108,3.13
Q9Y5J1,Eukaryota,Non-dark,40%,39%,0%,0%,556,5565,110,5.33
O75691,Eukaryota,Non-dark,85%,7%,0%,0%,2785,146,108,23.02
Q9BRU9,Eukaryota,Non-dark,38%,31%,2%,0%,249,135,76,2.83
Q9NYH9,Eukaryota,Non-dark,9%,3%,0%,0%,597,303,108,4.57
P46939,Eukaryota,Non-dark,41%,18%,0%,0%,3433,1146,48,29.58
Q765I0,Eukaryota,Dark,100%,0%,0%,0%,119,6,110,1.21
O95399,Eukaryota,Dark,100%,0%,0%,0%,124,11,110,1.74
O14607,Eukaryota,Non-dark,33%,31%,0%,0%,1347,2552,104,12.78
Q9P2Y5,Eukaryota,Non-dark,85%,25%,0%,0%,699,119,50,9.03
Q2YD98,Eukaryota,Dark,100%,56%,0%,0%,709,50,4,9.67
Q8NBZ7,Eukaryota,Non-dark,20%,8%,0%,5%,420,2553,38,5.21
Q9UBK9,Eukaryota,Non-dark,15%,5%,0%,0%,157,66,30,2.7
P37288,Eukaryota,Non-dark,12%,9%,0%,36%,418,3754,108,5.32
P47901,Eukaryota,Non-dark,24%,8%,0%,36%,424,3833,110,6.12
P30518,Eukaryota,Non-dark,9%,8%,0%,41%,371,3914,94,5.26
P61421,Eukaryota,Non-dark,6%,0%,0%,0%,351,NA,110,9.07
Q8N8Y2,Eukaryota,Non-dark,6%,0%,0%,0%,350,105,110,3.14
O15342,Eukaryota,Dark,100%,0%,0%,52%,81,40,110,1.06
Q8NHE4,Eukaryota,Dark,100%,0%,0%,52%,81,40,110,2.33
Q08AM6,Eukaryota,Non-dark,22%,10%,0%,0%,782,120,66,15.68
Q16572,Eukaryota,Non-dark,28%,10%,0%,47%,532,3812,40,9.44
P23763,Eukaryota,Non-dark,16%,32%,0%,17%,118,228,44,2.37
P63027,Eukaryota,Non-dark,0%,30%,0%,17%,116,230,62,2.21
Q15836,Eukaryota,Non-dark,2%,15%,0%,21%,100,236,42,1.74
O75379,Eukaryota,Non-dark,33%,33%,0%,15%,141,223,48,1.43
O95183,Eukaryota,Non-dark,25%,12%,0%,18%,116,222,2,2.33
P51809,Eukaryota,Non-dark,5%,0%,0%,10%,220,357,52,2.98
Q9BV40,Eukaryota,Non-dark,4%,12%,0%,21%,100,262,60,1.2
Q8TAA9,Eukaryota,Dark,100%,22%,0%,16%,524,34,40,10.53
Q9ULK5,Eukaryota,Dark,100%,23%,0%,16%,521,34,52,11.62
Q9P0L0,Eukaryota,Non-dark,50%,48%,0%,8%,249,241,34,3.37
O95292,Eukaryota,Non-dark,44%,23%,0%,9%,243,230,12,2.77
Q52LC2,Eukaryota,Non-dark,55%,0%,0%,9%,224,42,0,3.32
Q15904,Eukaryota,Non-dark,70%,0%,0%,4%,470,61,72,8.16
Q7L8A9,Eukaryota,Dark,100%,45%,0%,0%,365,43,2,5.3
Q86V25,Eukaryota,Dark,100%,26%,0%,0%,355,43,12,5.78
Q6EMK4,Eukaryota,Non-dark,25%,25%,0%,3%,673,4357,12,6.75
P50552,Eukaryota,Non-dark,46%,79%,30%,0%,380,161,36,5.42
Q9HCJ6,Eukaryota,Non-dark,17%,17%,0%,0%,419,2389,0,5.19
Q99536,Eukaryota,Non-dark,15%,15%,0%,0%,393,2444,0,3.98
P38606,Eukaryota,Non-dark,6%,0%,0%,0%,617,787,110,10.77
P15313,Eukaryota,Non-dark,11%,2%,0%,0%,513,792,110,7.8
P21281,Eukaryota,Non-dark,13%,2%,0%,0%,511,792,110,6.74
P21283,Eukaryota,Non-dark,7%,2%,0%,0%,382,76,110,7.04
Q8NEY4,Eukaryota,Non-dark,17%,7%,0%,0%,427,74,110,8.44
Q9Y5K8,Eukaryota,Non-dark,18%,1%,0%,0%,247,114,110,4.31
P36543,Eukaryota,Non-dark,4%,1%,0%,0%,226,67,110,4.28
Q96A05,Eukaryota,Non-dark,4%,0%,0%,0%,226,67,110,4.12
Q16864,Eukaryota,Non-dark,13%,0%,0%,0%,119,62,110,2.68
O75348,Eukaryota,Non-dark,16%,32%,0%,0%,118,65,110,1.96
O95670,Eukaryota,Non-dark,16%,83%,0%,0%,118,64,6,1
Q96LB4,Eukaryota,Non-dark,16%,56%,0%,0%,118,65,110,1.75
Q9UI12,Eukaryota,Non-dark,11%,4%,0%,0%,483,95,110,7.38
P27449,Eukaryota,Non-dark,4%,0%,0%,56%,155,185,110,3.65
Q99437,Eukaryota,Non-dark,22%,0%,0%,51%,205,148,110,3.38
P52735,Eukaryota,Non-dark,9%,6%,0%,0%,878,2655,56,16.61
Q9UKW4,Eukaryota,Non-dark,6%,7%,0%,0%,847,2626,80,10.85
P15498,Eukaryota,Non-dark,2%,6%,8%,0%,845,2646,68,15.74
Q5SQQ9,Eukaryota,Non-dark,80%,38%,16%,0%,334,3067,6,3.09
Q9UIW0,Eukaryota,Non-dark,79%,56%,24%,0%,290,3129,0,3.29
Q6Q795,Eukaryota,Dark,100%,44%,0%,0%,121,1,0,4.43
P19320,Eukaryota,Non-dark,6%,4%,0%,3%,739,169,64,6.49
Q6UXB2,Eukaryota,Dark,100%,29%,0%,0%,119,5,2,1.72
Q96JH7,Eukaryota,Non-dark,67%,37%,2%,0%,1222,87,40,8.83
Q9H320,Eukaryota,Dark,100%,100%,60%,0%,206,6,4,0.97
Q9H322,Eukaryota,Dark,100%,100%,0%,0%,139,7,6,-0.05
Q9H321,Eukaryota,Dark,100%,100%,0%,0%,246,8,4,1.17
Q9NNX9,Eukaryota,Dark,100%,100%,56%,0%,186,6,2,0.67
O14598,Eukaryota,Dark,100%,100%,0%,0%,125,7,8,-0.17
O14599,Eukaryota,Dark,100%,3%,0%,0%,106,2,2,2.98
P21796,Eukaryota,Non-dark,0%,5%,0%,65%,283,104,34,5.84
P45880,Eukaryota,Non-dark,4%,0%,0%,62%,294,103,36,5.75
Q9Y277,Eukaryota,Non-dark,0%,0%,0%,65%,283,104,36,5.66
P11473,Eukaryota,Non-dark,4%,13%,0%,0%,427,1624,76,5.86
P15692,Eukaryota,Non-dark,28%,10%,0%,0%,232,101,54,3.29
P49765,Eukaryota,Non-dark,15%,48%,0%,0%,207,118,42,2.58
P49767,Eukaryota,Non-dark,67%,2%,0%,0%,419,133,50,4.16
O43915,Eukaryota,Non-dark,62%,7%,0%,0%,354,122,60,4.9
O95231,Eukaryota,Non-dark,74%,56%,0%,0%,258,3169,0,2.34
Q9HBM0,Eukaryota,Dark,100%,26%,1%,5%,779,43,6,7.66
Q14119,Eukaryota,Non-dark,68%,38%,3%,0%,521,5192,2,2.62
P17948,Eukaryota,Non-dark,20%,3%,0%,2%,1338,9892,40,7.46
P35968,Eukaryota,Non-dark,14%,12%,0%,2%,1356,9873,46,13.6
P35916,Eukaryota,Non-dark,22%,12%,0%,2%,1363,9895,56,16.33
O15240,Eukaryota,Dark,100%,92%,15%,0%,615,10,14,11.87
Q99990,Eukaryota,Non-dark,87%,65%,0%,0%,258,37,12,4.47
Q8N8G2,Eukaryota,Non-dark,90%,44%,0%,0%,317,48,8,3.24
A8MV65,Eukaryota,Non-dark,90%,57%,9%,0%,326,47,6,2.21
Q14135,Eukaryota,Non-dark,83%,87%,0%,0%,290,35,2,4.91
Q9P2U7,Eukaryota,Non-dark,29%,13%,5%,45%,560,5049,60,7.56
Q9P2U8,Eukaryota,Non-dark,31%,6%,0%,43%,582,4848,2,6.87
Q8NDX2,Eukaryota,Non-dark,32%,6%,0%,43%,589,4755,4,7.19
Q6RSH7,Eukaryota,Non-dark,32%,13%,0%,0%,139,37,0,2.95
P40337,Eukaryota,Non-dark,25%,40%,0%,0%,213,37,90,1.16
Q9H598,Eukaryota,Non-dark,33%,8%,0%,40%,525,1040,76,11.04
Q00341,Eukaryota,Non-dark,33%,20%,0%,0%,1268,448,4,14.5
P09327,Eukaryota,Non-dark,4%,8%,0%,0%,827,329,44,11.81
O15195,Eukaryota,Non-dark,9%,13%,0%,0%,856,325,0,13.35
P08670,Eukaryota,Non-dark,30%,23%,0%,0%,466,499,36,9.64
P18206,Eukaryota,Non-dark,0%,35%,4%,0%,1134,147,50,16.08
O60504,Eukaryota,Non-dark,57%,70%,0%,0%,671,659,110,5.99
Q6PFW1,Eukaryota,Non-dark,57%,27%,0%,0%,1433,179,60,17.34
O43314,Eukaryota,Non-dark,48%,22%,0%,0%,1243,178,62,12.76
P32241,Eukaryota,Non-dark,23%,0%,0%,34%,457,973,98,5.17
P41587,Eukaryota,Non-dark,16%,0%,0%,35%,438,956,98,5.19
P01282,Eukaryota,Non-dark,58%,18%,0%,0%,170,65,38,1.99
Q69YN4,Eukaryota,Dark,100%,30%,10%,0%,1812,47,2,19.37
P62760,Eukaryota,Non-dark,4%,1%,0%,0%,191,NA,2,4.1
Q6UXI7,Eukaryota,Non-dark,30%,17%,1%,0%,678,781,0,6.07
P38435,Eukaryota,Dark,100%,12%,0%,14%,758,76,34,7.91
Q76NI1,Eukaryota,Non-dark,48%,38%,9%,0%,1749,737,0,22.23
Q9BQB6,Eukaryota,Non-dark,25%,1%,0%,54%,163,76,14,1.46
Q8N0U8,Eukaryota,Non-dark,27%,0%,0%,48%,176,91,30,1.96
P98155,Eukaryota,Non-dark,17%,3%,0%,3%,873,1334,42,6.11
Q3ZAQ7,Eukaryota,Dark,100%,4%,0%,42%,101,33,110,1.29
O00534,Eukaryota,Non-dark,74%,6%,0%,0%,786,616,0,7.3
Q2NL98,Eukaryota,Dark,100%,76%,0%,0%,169,11,0,1.7
P54219,Eukaryota,Non-dark,26%,4%,0%,49%,525,4159,4,9.98
Q05940,Eukaryota,Non-dark,25%,2%,0%,50%,514,4227,52,8.13
Q7Z5L0,Eukaryota,Non-dark,19%,2%,0%,0%,202,38,0,2.67
Q96GC9,Eukaryota,Dark,100%,11%,0%,36%,406,74,6,6.93
Q9GZP7,Eukaryota,Non-dark,19%,0%,0%,42%,353,895,4,3.67
Q8NFZ6,Eukaryota,Non-dark,27%,0%,2%,43%,395,633,0,3.48
Q9BXE9,Eukaryota,Non-dark,7%,0%,0%,46%,311,82,0,3.77
Q7Z5H5,Eukaryota,Non-dark,8%,0%,0%,49%,301,83,0,3.08
Q7Z5H4,Eukaryota,Non-dark,20%,0%,0%,41%,357,82,0,3.76
O95497,Eukaryota,Non-dark,42%,2%,0%,0%,513,712,8,7.67
O95498,Eukaryota,Non-dark,44%,1%,1%,0%,520,714,20,6.33
Q9NY84,Eukaryota,Non-dark,40%,1%,0%,0%,501,725,0,6.78
Q8TDU5,Eukaryota,Non-dark,13%,0%,0%,50%,208,67,0,2.79
Q96AW1,Eukaryota,Dark,100%,16%,45%,12%,172,13,0,3.5
Q96RL7,Eukaryota,Dark,100%,2%,0%,0%,3174,625,4,27.81
Q7Z7G8,Eukaryota,Dark,100%,9%,0%,0%,4022,463,0,19.52
Q709C8,Eukaryota,Dark,100%,4%,1%,0%,3753,611,0,30.55
Q5THJ4,Eukaryota,Dark,100%,11%,0%,0%,4388,592,0,31.56
O75436,Eukaryota,Non-dark,0%,8%,0%,0%,327,116,12,6.39
Q4G0F5,Eukaryota,Non-dark,14%,7%,0%,0%,336,117,4,7.88
Q96AX1,Eukaryota,Non-dark,0%,5%,0%,0%,596,369,42,5.35
Q9H267,Eukaryota,Non-dark,11%,1%,0%,0%,617,340,24,7.78
Q8NEZ2,Eukaryota,Non-dark,34%,13%,0%,0%,397,95,92,7.05
Q9H9H4,Eukaryota,Non-dark,48%,49%,39%,0%,285,81,94,3.73
A5D8V6,Eukaryota,Non-dark,57%,67%,52%,0%,355,86,92,6.39
Q86XT2,Eukaryota,Non-dark,37%,47%,0%,0%,251,76,84,4.03
Q9Y2B5,Eukaryota,Non-dark,65%,39%,0%,0%,631,252,0,15.24
P10265,Eukaryota,Non-dark,33%,4%,0%,0%,156,119,0,5.67
P63129,Eukaryota,Non-dark,33%,1%,0%,0%,156,119,0,6.72
P63131,Eukaryota,Non-dark,33%,5%,0%,0%,156,120,0,NA
P63125,Eukaryota,Non-dark,33%,1%,0%,0%,156,107,0,NA
P63119,Eukaryota,Non-dark,33%,4%,0%,0%,156,119,0,NA
Q9Y6I0,Eukaryota,Non-dark,33%,13%,0%,0%,156,120,0,5.32
P63120,Eukaryota,Non-dark,33%,1%,0%,0%,156,121,0,NA
P63127,Eukaryota,Non-dark,33%,1%,0%,0%,156,118,0,6.03
P63121,Eukaryota,Non-dark,33%,4%,0%,0%,156,118,0,NA
P63122,Eukaryota,Non-dark,33%,1%,0%,0%,156,115,0,NA
P63123,Eukaryota,Non-dark,33%,3%,0%,0%,156,120,0,NA
P63124,Eukaryota,Non-dark,33%,4%,0%,0%,156,55,0,NA
Q93050,Eukaryota,Non-dark,62%,4%,0%,23%,837,262,110,14.52
Q9Y487,Eukaryota,Non-dark,63%,2%,0%,22%,856,257,110,11.89
Q13488,Eukaryota,Non-dark,62%,7%,0%,23%,830,259,110,14.81
Q9HBG4,Eukaryota,Non-dark,62%,3%,0%,23%,840,259,92,14.73
Q9Y4B6,Eukaryota,Non-dark,72%,23%,7%,0%,1507,4504,54,19.97
Q9UKI3,Eukaryota,Non-dark,18%,4%,0%,0%,123,406,4,1.61
P12018,Eukaryota,Non-dark,13%,28%,0%,0%,145,353,6,2.28
Q9H270,Eukaryota,Non-dark,26%,3%,0%,0%,941,244,50,11.61
Q9H269,Eukaryota,Non-dark,43%,2%,0%,0%,839,107,64,12.54
Q9P253,Eukaryota,Non-dark,53%,5%,0%,0%,973,257,52,14.53
Q9BRG1,Eukaryota,Non-dark,0%,1%,0%,0%,176,61,110,2.75
Q9UK41,Eukaryota,Non-dark,5%,2%,0%,0%,221,61,106,4.45
Q9UBQ0,Eukaryota,Non-dark,0%,0%,0%,0%,182,225,20,3.36
Q96QK1,Eukaryota,Non-dark,63%,7%,0%,0%,796,86,32,8.31
Q86VN1,Eukaryota,Non-dark,3%,12%,0%,0%,386,89,110,5.21
Q96JC1,Eukaryota,Dark,100%,3%,0%,0%,886,320,32,11.18
P49754,Eukaryota,Non-dark,27%,4%,1%,0%,854,356,54,10.57
Q9NRW7,Eukaryota,Non-dark,9%,3%,0%,0%,570,360,52,9.43
Q9UN37,Eukaryota,Non-dark,5%,17%,0%,0%,437,3027,86,7.06
O75351,Eukaryota,Non-dark,2%,26%,0%,0%,444,3074,104,5.53
Q9UID3,Eukaryota,Non-dark,76%,11%,0%,0%,782,119,4,15.8
Q8N1B4,Eukaryota,Dark,100%,3%,0%,0%,723,101,26,10.58
Q5VIR6,Eukaryota,Non-dark,21%,10%,0%,0%,699,110,22,9.85
Q9P1Q0,Eukaryota,Non-dark,86%,9%,0%,0%,977,134,20,10.44
Q15906,Eukaryota,Dark,100%,75%,21%,0%,364,98,40,5.47
Q8N3P4,Eukaryota,Non-dark,78%,9%,0%,0%,1428,229,36,13.25
Q99986,Eukaryota,Non-dark,0%,14%,0%,0%,396,9984,46,4.28
Q86Y07,Eukaryota,Non-dark,34%,15%,0%,4%,508,9985,22,3.54
Q8IV63,Eukaryota,Non-dark,30%,27%,0%,0%,474,9985,4,6.33
Q9H8Y1,Eukaryota,Non-dark,82%,14%,0%,0%,702,8,0,16.44
Q86VR7,Eukaryota,Non-dark,33%,25%,10%,2%,867,2259,2,11.51
Q8N0Z9,Eukaryota,Non-dark,9%,14%,7%,4%,540,2666,0,8.8
Q86XK7,Eukaryota,Non-dark,46%,32%,0%,5%,387,1713,0,2.97
Q96IQ7,Eukaryota,Non-dark,3%,11%,0%,6%,327,2173,2,3.54
Q9Y279,Eukaryota,Non-dark,9%,3%,0%,5%,399,1675,46,8.12
Q5VU13,Eukaryota,Non-dark,26%,0%,1%,5%,414,1499,0,4.32
Q6UX27,Eukaryota,Non-dark,49%,36%,0%,9%,236,150,0,4.77
Q8IW00,Eukaryota,Non-dark,59%,7%,0%,7%,320,51,0,2.67
A8MXK1,Eukaryota,Non-dark,25%,3%,0%,11%,200,12,0,4.93
Q9NZR4,Eukaryota,Non-dark,83%,61%,26%,0%,365,3068,12,1.91
P58304,Eukaryota,Non-dark,69%,55%,38%,0%,361,3106,12,4.02
Q9NP79,Eukaryota,Non-dark,28%,37%,0%,0%,307,100,92,4.84
Q7Z7D3,Eukaryota,Non-dark,15%,0%,0%,7%,282,621,2,3.06
P02774,Eukaryota,Non-dark,3%,0%,0%,0%,474,39,30,4.83
Q96AJ9,Eukaryota,Non-dark,21%,42%,0%,10%,217,152,82,1.67
Q9UEU0,Eukaryota,Non-dark,22%,42%,0%,9%,232,147,66,3.78
Q8TAG5,Eukaryota,Non-dark,35%,31%,0%,0%,236,170,0,3.7
A6NLU5,Eukaryota,Non-dark,45%,51%,0%,7%,285,163,0,3.75
Q96N03,Eukaryota,Non-dark,36%,40%,0%,0%,204,208,2,2.49
P04004,Eukaryota,Non-dark,24%,27%,0%,0%,478,227,76,7.45
Q5TIE3,Eukaryota,Non-dark,81%,28%,0%,0%,1220,483,0,12.28
Q8N398,Eukaryota,Non-dark,85%,39%,0%,0%,1253,397,0,15.03
Q6PCB0,Eukaryota,Non-dark,14%,28%,0%,0%,445,812,4,4.97
Q5GFL6,Eukaryota,Non-dark,21%,3%,0%,0%,755,756,0,6.25
A6NCI4,Eukaryota,Non-dark,55%,11%,0%,0%,1184,370,2,10.67
Q502W6,Eukaryota,Non-dark,65%,18%,0%,0%,1294,329,0,9.26
Q9Y334,Eukaryota,Non-dark,81%,20%,0%,0%,891,146,4,10.94
A3KMH1,Eukaryota,Non-dark,47%,9%,0%,0%,1905,490,2,17.36
Q96SY0,Eukaryota,Non-dark,36%,10%,0%,0%,518,30,0,9.9
B2RUY7,Eukaryota,Non-dark,73%,0%,0%,0%,222,159,0,3.48
Q2TAL6,Eukaryota,Dark,100%,33%,2%,0%,325,155,0,3.31
Q96DN2,Eukaryota,Non-dark,70%,27%,4%,0%,955,1566,2,3.7
Q8N2E2,Eukaryota,Non-dark,82%,4%,0%,0%,1590,2150,0,6.58
P04275,Eukaryota,Non-dark,64%,1%,0%,0%,2813,1170,32,22.34
Q9BTA9,Eukaryota,Non-dark,92%,79%,0%,0%,647,67,0,9.58
Q9BUR4,Eukaryota,Non-dark,16%,39%,9%,0%,548,5620,8,7.31
Q7Z5K2,Eukaryota,Non-dark,53%,37%,0%,0%,1190,77,86,16.67
Q92558,Eukaryota,Non-dark,0%,69%,8%,0%,559,100,68,9.11
Q9Y6W5,Eukaryota,Non-dark,56%,71%,11%,0%,498,105,78,7.99
Q9UPY6,Eukaryota,Non-dark,58%,73%,6%,0%,502,105,54,9.53
A8K0Z3,Eukaryota,Non-dark,89%,55%,6%,0%,465,60,116,11.54
Q6VEQ5,Eukaryota,Non-dark,88%,54%,15%,0%,465,59,96,5.79
C4AMC7,Eukaryota,Non-dark,88%,57%,15%,0%,463,59,96,NA
A8MWX3,Eukaryota,Non-dark,89%,62%,15%,0%,477,56,92,9.95
Q9NQA3,Eukaryota,Dark,100%,71%,14%,0%,447,58,92,6.34
Q2M389,Eukaryota,Non-dark,27%,2%,0%,0%,1173,70,92,13.92
O00401,Eukaryota,Non-dark,36%,73%,27%,0%,505,146,50,7.89
P42768,Eukaryota,Non-dark,43%,77%,14%,0%,502,164,56,6.92
Q9Y2W2,Eukaryota,Dark,100%,86%,42%,0%,641,60,28,11.34
Q9NX94,Eukaryota,Dark,100%,56%,27%,6%,342,42,0,6.82
Q96G27,Eukaryota,Non-dark,96%,38%,4%,0%,269,31,6,5.12
Q6ICG8,Eukaryota,Non-dark,60%,30%,34%,0%,309,90,0,2.37
